LOC,STU_ID,NAME,DEUSS,ELL,ESE,ETHN,GRADE,2526 Absences,COURSE_TITLE,TEACHER_NAME,Period,Exc Abs,Unexc Abs,Q1_Grade,Q2_Grade,FAST_ELA_PM3.Level,FAST_ELA_PM3.%tile,FAST_ELA_PM3.SS,FAST_ELA_PM2.Level,FAST_ELA_PM2.%tile,FAST_ELA_PM2.SS,FAST_ELA_PM1.Level,FAST_ELA_PM1.%tile,FAST_ELA_PM1.SS,FAST_EarlyLit_PM1.Unified SS,2425 ELA_TEST,2425 ELA_Lvl,2425 ELA_%tile,2425 ELA_SS,2425 STAR FAST Equivalent ELA Lvl,2425 STAR FAST Equivalent ELA SS,AP2 ELA Level,AP2 ELA_Placement,AP2 ELA SS,AP1.ELA Level,AP1.ELA Placement,AP1.ELA SS,ELA Pts4LG,ELA L25/35,FAST_Math_PM3.Level,FAST_Math_PM3.%tile,FAST_Math_PM3.SS,FAST_Math_PM2.Level,FAST_Math_PM2.%tile,FAST_Math_PM2.SS,FAST_Math_PM1.Level,FAST_Math_PM1.%tile,FAST_Math_PM1.SS,2425 MATH_TEST,2425 MATH_Lvl,2425 MATH_%tile,2425 MATH_SS,AP2 Math Level,AP2 Math Placement,AP2 Math SS,AP1.Math Level,AP1.Math.Placement,AP1.Math SS,Math.Pts4LG,MATH L25/35,2425 SCI_TEST,2425 SCI_Lvl,2425 SOC_TEST,2425 SOC_Lvl,STUDENT_FLEID,FTE,Cnt4Prof
6128,7158157,"Student, F849",,Y,N,H,8,2,Algebra 1 Hon,"Rodriguez, J.",5,0,2,B,A,5,83,274,5,70,263,4,69,255,,FAST ELA,5,70,262,,,,,,,,,0,,5,87,463,,,,,,,FAST MATH,5,87,280,,,,,,,155,,Statewide Science,3,,,FL7825851234,,
6128,4783831,"Student, A596",,N,N,H,8,8,Algebra 1 Hon,"Williams, A.",3,4,4,A,A,5,94,290,5,85,286,5,88,286,,FAST ELA,5,76,267,,,,,,,,,0,,3,58,407,,,,,,,FAST MATH,3,56,242,,,,,,,158,,Statewide Science,1,,,FL2144083255,,
6128,6182190,"Student, K262",,N,N,H,8,3,Algebra 1 Hon,"Williams, A.",7,1,2,B,C,5,89,287,5,84,280,5,77,275,,FAST ELA,3,55,233,,,,,,,,,18,,5,74,435,,,,,,,FAST MATH,4,68,250,,,,,,,168,,Statewide Science,5,,,FL3044156265,,
6128,2350093,"Student, K640",,N,N,H,8,3,Algebra 1 Hon,"Thompson, R.",2,1,2,A,A,5,76,275,5,99,299,5,90,295,,FAST ELA,5,83,284,,,,,,,,,0,,5,80,450,,,,,,,FAST MATH,5,83,269,,,,,,,166,,Statewide Science,4,,,FL8282067468,,
6128,8645195,"Student, E948",,N,N,H,8,9,M/J Grade 8 Math,"Chen, L.",5,3,6,C,C,4,65,252,2,43,236,2,45,231,,FAST ELA,2.2,50,231,,,,,,,,,7,,5,72,266,2,51,238,2,43,233,FAST MATH,1.3,38,221,,,,,,,6,,Statewide Science,4,,,FL8295584290,,
6128,9582299,"Student, Z665",,N,N,H,8,3,M/J Grade 8 Math,"Rodriguez, J.",1,2,1,D,D,1,20,204,1,33,205,1,16,198,,FAST ELA,1.3,22,199,,,,,,,,,21,L25,5,85,277,4,67,254,3,66,250,FAST MATH,1.3,49,222,,,,,,,5,,Statewide Science,4,,,FL9224373393,,
6128,5475687,"Student, G141",,N,N,H,8,3,Algebra 1 Hon,"Thompson, R.",7,1,2,A,A,5,89,286,5,81,300,5,97,299,,FAST ELA,5,99,288,,,,,,,,,0,,5,69,440,,,,,,,FAST MATH,4,58,253,,,,,,,165,,Statewide Science,4,,,FL2933874285,,
6128,6755327,"Student, K486",,N,N,H,8,14,M/J Grade 8 Math,"Thompson, R.",7,8,6,C,D,3,57,247,2,46,230,2,43,229,,FAST ELA,2.1,42,217,,,,,,,,,12,,5,74,265,2,67,243,2,56,237,FAST MATH,1.3,40,219,,,,,,,8,,Statewide Science,3,,,FL1856334100,,
6128,3592440,"Student, T237",,N,N,H,8,0,Algebra 1 Hon,"Garcia, M.",6,0,0,C,C,5,77,276,5,77,267,5,78,266,,FAST ELA,5,83,263,,,,,,,,,0,,5,94,464,,,,,,,FAST MATH,5,86,274,,,,,,,161,,Statewide Science,4,,,FL6616335832,,
6128,9868577,"Student, J815",,N,N,H,8,9,M/J Grade 8 Math,"Rodriguez, J.",4,3,6,C,B,5,84,275,5,67,262,4,64,253,,FAST ELA,3,58,240,,,,,,,,,11,,5,72,263,2,51,240,2,43,236,FAST MATH,2.1,40,226,,,,,,,10,,Statewide Science,3,,,FL9771759847,,
6128,3491721,"Student, O653",,Y,N,H,8,2,Algebra 1 Hon,"Thompson, R.",7,0,2,C,C,5,81,276,4,52,252,3,73,248,,FAST ELA,4,63,246,,,,,,,,,16,,4,71,426,,,,,,,FAST MATH,4,69,252,,,,,,,166,,Statewide Science,4,,,FL4310623150,,
6128,1682346,"Student, J515",,N,N,H,8,0,Algebra 1 Hon,"Garcia, M.",2,0,0,B,B,5,87,283,5,72,265,5,61,263,,FAST ELA,5,81,271,,,,,,,,,0,,5,92,457,,,,,,,FAST MATH,5,80,267,,,,,,,168,,Statewide Science,4,,,FL6700371570,,
6128,8313861,"Student, Z470",,N,N,H,8,1,M/J Grade 8 Math,"Rodriguez, J.",4,0,1,C,C,4,67,254,3,55,241,2,49,232,,FAST ELA,2.2,46,227,,,,,,,,,11,,5,89,275,2,52,242,2,53,239,FAST MATH,2.2,57,233,,,,,,,11,,Statewide Science,1,,,FL6335190739,,
6161,7307365,"Student, H435",,N,N,H,6,1,M/J Grade 6 Accel,"Garcia, M.",6,0,1,C,C,3,54,228,3,58,235,3,57,230,,FAST ELA,2.2,44,218,,,,,,,,,7,,5,92,274,5,76,265,5,71,259,FAST MATH,4,61,235,,,,,,,19,,SCI_05,2,,,FL3880678482,,
6161,5677202,"Student, C592",,N,N,H,6,5,M/J Grade 6 Accel,"Williams, A.",7,2,3,A,A,5,88,266,5,87,273,5,79,273,,FAST ELA,4,78,238,,,,,,,,,12,,5,95,284,5,89,265,5,76,261,FAST MATH,5,67,245,,,,,,,0,,SCI_05,2,,,FL9802900439,,
6161,6320218,"Student, J853",,N,N,B,6,14,M/J Grade 6 Accel,"Garcia, M.",4,7,7,D,C,1,22,192,2,39,219,2,41,213,,FAST ELA,2.2,44,211,,,,,,,,,14,,5,72,261,5,84,259,5,69,259,FAST MATH,4,60,238,,,,,,,16,,SCI_05,2,,,FL7631316027,,
6161,7102744,"Student, G312",,N,N,H,6,24,M/J Grade 6 Math,"Garcia, M.",2,9,15,C,B,1,41,208,3,55,229,3,57,226,,FAST ELA,2.1,48,205,,,,,,,,,12,,4,62,240,4,60,240,3,54,234,FAST MATH,3,67,232,,,,,,,7,,SCI_05,1,,,FL7507134651,,
6161,4666279,"Student, U865",,Y,N,H,6,8,M/J Grade 6 Accel,"Williams, A.",1,3,5,A,C,1,32,202,3,46,227,3,58,225,,FAST ELA,2.1,47,209,,,,,,,,,8,,5,71,257,5,68,254,4,63,250,FAST MATH,5,74,251,,,,,,,0,,SCI_05,2,,,FL8265084162,,
6161,4436005,"Student, E962",,N,N,H,6,3,M/J Grade 6 Accel,"Williams, A.",4,1,2,A,A,5,89,270,5,99,282,5,88,275,,FAST ELA,5,76,252,,,,,,,,,0,,5,91,274,5,93,285,5,95,285,FAST MATH,5,96,274,,,,,,,0,,SCI_05,2,,,FL5627962156,,
6161,4852659,"Student, W796",,N,N,B,6,7,M/J Grade 6 Accel,"Williams, A.",1,4,3,D,C,1,10,174,1,38,204,1,40,203,,FAST ELA,2.1,46,207,,,,,,,,,10,,5,78,257,5,72,257,5,72,256,FAST MATH,4,54,234,,,,,,,20,,SCI_05,5,,,FL8753613313,,
6161,3700502,"Student, X313",,N,N,A,6,2,M/J Grade 6 Math,"Garcia, M.",5,1,1,C,C,1,31,200,3,54,226,2,52,218,,FAST ELA,1.3,39,199,,,,,,,,,10,,4,72,252,4,62,249,4,77,249,FAST MATH,2.2,56,219,,,,,,,10,,SCI_05,3,,,FL6925297887,,
6161,5567994,"Student, G348",,N,N,H,6,19,M/J Grade 6 Math,"Thompson, R.",6,10,9,D,D,1,12,176,2,42,211,1,24,204,,FAST ELA,1.3,43,198,,,,,,,,,11,,1,6,172,1,29,202,1,29,202,FAST MATH,1.3,33,193,,,,,,,20,L35,SCI_05,5,,,FL5501994350,,
6161,3022862,"Student, V980",,Y,N,H,6,16,M/J Grade 6 Accel,"Chen, L.",4,6,10,C,C,1,35,199,3,62,231,2,51,224,,FAST ELA,1.3,36,194,,,,,,,,,15,,5,98,278,5,87,268,5,72,261,FAST MATH,5,67,248,,,,,,,0,,SCI_05,3,,,FL4080763192,,
6161,8656575,"Student, D187",,N,N,H,6,6,M/J Grade 6 Accel,"Chen, L.",7,3,3,B,A,5,86,264,5,84,265,5,84,263,,FAST ELA,4,68,241,,,,,,,,,9,,5,85,266,5,60,255,5,70,254,FAST MATH,4,70,242,,,,,,,12,,SCI_05,3,,,FL1452229400,,
6161,6006034,"Student, W275",,N,N,H,6,3,M/J Grade 6 Accel,"Garcia, M.",4,2,1,B,A,5,75,255,5,73,256,5,82,253,,FAST ELA,4,81,243,,,,,,,,,7,,5,86,270,5,71,260,5,76,255,FAST MATH,4,69,242,,,,,,,12,,SCI_05,2,,,FL6323354660,,
6161,1677551,"Student, S525",,N,N,B,6,2,M/J Grade 6 Accel,"Garcia, M.",3,1,1,B,A,5,83,258,5,81,265,5,85,264,,FAST ELA,5,77,247,,,,,,,,,0,,5,99,281,5,89,270,5,75,264,FAST MATH,4,62,236,,,,,,,18,,SCI_05,2,,,FL6821663419,,
6161,2212740,"Student, C702",,N,Y,H,6,1,M/J Grade 6 Accel,"Thompson, R.",3,0,1,A,A,4,62,237,5,71,252,5,80,251,,FAST ELA,5,93,253,,,,,,,,,0,,5,80,257,4,70,246,4,60,242,FAST MATH,4,53,240,,,,,,,14,,,,,,FL2368817476,,
6161,7380863,"Student, C802",,N,N,H,6,13,M/J Grade 6 Math,"Williams, A.",6,8,5,D,D,2,42,212,3,51,231,3,50,228,,FAST ELA,1.3,36,199,,,,,,,,,10,,1,30,198,2,47,228,2,50,221,FAST MATH,2.2,40,210,,,,,,,19,,SCI_05,5,,,FL3908392408,,
6161,8546361,"Student, Q237",,N,N,H,6,4,M/J Grade 6 Math,"Garcia, M.",7,2,2,D,D,1,1,162,1,30,194,1,14,189,,FAST ELA,1.2,18,178,,,,,,,,,15,L25,1,17,190,2,45,227,2,47,220,FAST MATH,2.2,50,216,,,,,,,13,,SCI_05,5,,,FL9366122386,,
6161,1497165,"Student, Q569",,N,N,H,6,3,M/J Grade 6 Math,"Rodriguez, J.",4,1,2,B,C,1,21,189,2,46,215,2,37,211,,FAST ELA,2.2,49,217,,,,,,,,,8,,5,75,263,4,63,248,4,74,243,FAST MATH,3,52,224,,,,,,,15,,SCI_05,1,,,FL8037209059,,
6161,4732529,"Student, Q967",,N,N,W,6,5,M/J Grade 6 Accel,"Williams, A.",5,3,2,B,A,5,73,254,5,71,259,5,87,259,,FAST ELA,5,79,249,,,,,,,,,0,,5,82,268,5,82,261,5,79,257,FAST MATH,4,65,238,,,,,,,16,,SCI_05,2,,,FL9826363776,,
6161,6031833,"Student, U954",,N,N,H,6,13,M/J Grade 6 Math,"Garcia, M.",7,6,7,C,F,1,27,194,2,42,218,2,43,209,,FAST ELA,1.2,16,178,,,,,,,,,15,L25,4,64,242,4,58,242,4,61,239,FAST MATH,3,65,228,,,,,,,11,,SCI_05,3,,,FL3961565428,,
6161,8239239,"Student, F559",,Y,N,H,6,1,M/J Grade 6 Math,"Rodriguez, J.",2,0,1,C,A,3,57,229,4,58,240,4,75,240,,FAST ELA,4,76,236,,,,,,,,,14,,5,80,263,5,67,261,5,72,255,FAST MATH,3,54,224,,,,,,,15,,,,,,FL9412974470,,
6161,3560390,"Student, Y409",,Y,N,B,6,15,M/J Grade 6 Accel,"Thompson, R.",6,7,8,C,D,1,24,190,2,48,219,2,35,214,,FAST ELA,2.1,38,207,,,,,,,,,10,,3,58,238,4,66,245,4,62,241,FAST MATH,4,53,235,,,,,,,19,,,,,,FL9700953735,,
6161,4093348,"Student, Y119",,Y,N,H,6,18,M/J Grade 6 Math,"Rodriguez, J.",7,8,10,C,D,1,17,177,2,45,210,1,43,208,,FAST ELA,1.3,42,199,,,,,,,,,10,,2,40,214,3,39,233,3,51,229,FAST MATH,2.2,50,219,,,,,,,10,,SCI_05,2,,,FL4620469424,,
6161,9258103,"Student, Q660",,N,N,H,6,23,M/J Grade 6 Math,"Garcia, M.",6,9,14,B,B,2,43,218,3,62,235,3,62,233,,FAST ELA,3,65,225,,,,,,,,,12,,4,61,247,4,64,249,4,61,249,FAST MATH,3,58,228,,,,,,,11,,SCI_05,3,,,FL1270145981,,
6161,1978536,"Student, J746",,N,N,H,6,4,M/J Grade 6 Math,"Chen, L.",7,2,2,D,C,1,31,199,2,47,224,2,44,218,,FAST ELA,2.1,49,204,,,,,,,,,13,,5,76,258,5,77,259,5,75,256,FAST MATH,3,52,226,,,,,,,13,,,,,,FL6919991475,,
6161,6244899,"Student, P576",,N,N,H,6,1,M/J Grade 6 Math,"Garcia, M.",3,0,1,A,A,5,81,266,5,87,271,5,93,271,,FAST ELA,5,78,245,,,,,,,,,0,,5,91,273,5,82,262,5,77,261,FAST MATH,3,64,231,,,,,,,8,,SCI_05,2,,,FL8984023747,,
6161,1605743,"Student, M102",,N,N,H,6,3,M/J Grade 6 Math,"Chen, L.",5,1,2,A,A,4,59,238,5,67,252,5,74,252,,FAST ELA,4,64,235,,,,,,,,,15,,4,62,241,4,66,244,4,57,243,FAST MATH,3,51,229,,,,,,,10,,,,,,FL6243403099,,
6161,3246928,"Student, B115",,Y,N,B,6,3,M/J Grade 6 Accel,"Thompson, R.",6,1,2,B,B,4,74,248,5,68,253,4,69,244,,FAST ELA,5,79,247,,,,,,,,,0,,5,97,282,5,92,276,5,91,274,FAST MATH,5,91,270,,,,,,,0,,SCI_05,3,,,FL1661241674,,
6161,2197678,"Student, F745",,Y,N,H,6,1,M/J Grade 6 Accel,"Thompson, R.",5,0,1,C,B,2,47,221,3,61,231,3,58,229,,FAST ELA,2.1,45,204,,,,,,,,,13,,5,92,272,5,87,261,5,74,258,FAST MATH,4,61,241,,,,,,,13,,SCI_05,5,,,FL5030127615,,
6161,3486179,"Student, M938",,Y,N,B,6,7,M/J Grade 6 Math,"Williams, A.",6,4,3,C,D,1,29,200,3,61,228,2,53,221,,FAST ELA,1.3,38,199,,,,,,,,,10,,1,16,188,2,42,224,2,49,224,FAST MATH,3,60,232,,,,,,,7,,SCI_05,2,,,FL8419279989,,
6161,8147333,"Student, E411",,N,N,H,6,5,M/J Grade 6 Accel,"Williams, A.",3,2,3,A,B,5,67,252,5,71,253,5,75,253,,FAST ELA,5,80,245,,,,,,,,,0,,5,71,255,4,71,249,4,67,247,FAST MATH,4,67,235,,,,,,,19,,SCI_05,4,,,FL2328037115,,
6161,1003420,"Student, G581",,Y,N,H,6,16,M/J Grade 6 Math,"Chen, L.",2,9,7,D,C,1,26,197,3,54,228,2,56,219,,FAST ELA,1.3,35,188,,,,,,,,,21,L35,1,14,181,2,51,223,2,41,221,FAST MATH,2.2,43,210,,,,,,,19,,SCI_05,4,,,FL7309749224,,
6161,8137763,"Student, Q368",,Y,Y,H,6,3,M/J Grade 6 Math,"Chen, L.",3,1,2,F,D,1,2,165,1,32,196,1,24,193,,FAST ELA,1.2,16,171,,,,,,,,,22,L25,1,6,171,2,26,214,2,39,213,FAST MATH,2.1,37,203,,,,,,,18,,SCI_05,5,,,FL2833053260,,
6161,7470181,"Student, Y415",,N,N,H,6,8,M/J Grade 6 Accel,"Thompson, R.",6,4,4,A,A,5,78,262,5,91,284,5,99,284,,FAST ELA,5,87,255,,,,,,,,,0,,4,63,242,4,63,246,4,63,242,FAST MATH,4,64,236,,,,,,,18,,SCI_05,4,,,FL7506762867,,
6161,5735332,"Student, U767",,N,N,H,6,11,M/J Grade 6 Accel,"Rodriguez, J.",5,7,4,B,C,4,63,240,4,62,244,4,59,241,,FAST ELA,2.2,43,216,,,,,,,,,9,,5,75,259,4,69,245,4,67,245,FAST MATH,4,63,234,,,,,,,20,,,,,,FL3501224514,,
6161,6176367,"Student, P925",,Y,N,B,6,11,M/J Grade 6 Accel,"Chen, L.",1,4,7,C,A,5,80,255,5,88,258,4,66,249,,FAST ELA,5,81,253,,,,,,,,,0,,5,88,273,5,87,262,5,74,255,FAST MATH,4,69,238,,,,,,,16,,SCI_05,4,,,FL2999717467,,
6161,5638952,"Student, T488",,N,N,H,6,17,M/J Grade 6 Math,"Chen, L.",3,8,9,B,C,2,48,223,4,57,237,3,51,230,,FAST ELA,2.1,45,210,,,,,,,,,7,,5,75,262,5,77,256,4,67,249,FAST MATH,3,58,224,,,,,,,15,,SCI_05,1,,,FL8308159754,,
6161,8868451,"Student, R543",,N,Y,H,6,11,M/J Grade 6 Math,"Rodriguez, J.",5,5,6,D,C,1,3,169,1,28,198,1,29,192,,FAST ELA,2.1,30,202,,,,,,,,,15,L35,1,37,209,3,54,233,3,56,230,FAST MATH,2.2,57,218,,,,,,,11,,SCI_05,3,,,FL3740659530,,
6161,7749645,"Student, G526",,N,Y,H,6,24,M/J Grade 6 Math,"Williams, A.",7,13,11,C,C,1,29,202,3,51,228,3,48,226,,FAST ELA,3,50,220,,,,,,,,,17,,2,53,228,3,55,238,3,61,236,FAST MATH,2.1,40,205,,,,,,,16,,SCI_05,5,,,FL3525675968,,
6161,8585321,"Student, Y796",,N,N,H,6,3,M/J Grade 6 Accel,"Williams, A.",7,1,2,B,B,5,81,265,5,80,272,5,92,266,,FAST ELA,4,72,240,,,,,,,,,10,,4,67,253,4,64,253,4,69,253,FAST MATH,5,63,245,,,,,,,0,,SCI_05,4,,,FL6280284296,,
6161,7380798,"Student, K665",,Y,N,H,6,5,M/J Grade 6 Math,"Chen, L.",3,2,3,C,C,1,4,165,1,28,196,1,20,190,,FAST ELA,1.3,35,196,,,,,,,,,13,L35,4,63,240,4,64,243,4,63,242,FAST MATH,2.1,46,208,,,,,,,13,,SCI_05,5,,,FL3770842495,,
6161,2308396,"Student, Q467",,N,N,H,6,0,M/J Grade 6 Math,"Williams, A.",6,0,0,B,C,4,61,237,5,73,252,4,68,243,,FAST ELA,2.2,56,217,,,,,,,,,8,,5,91,276,5,87,267,5,87,265,FAST MATH,3,61,223,,,,,,,16,,SCI_05,4,,,FL2438196509,,
6161,2235340,"Student, M441",,N,N,H,6,0,M/J Grade 6 Accel,"Williams, A.",7,0,0,B,A,4,65,238,4,68,244,4,69,242,,FAST ELA,3,55,220,,,,,,,,,17,,3,50,232,4,54,240,3,57,238,FAST MATH,4,81,242,,,,,,,12,,SCI_05,4,,,FL4949475244,,
6161,9447149,"Student, E951",,Y,N,H,6,2,M/J Grade 6 Accel,"Williams, A.",5,0,2,A,B,5,78,250,5,75,254,5,69,253,,FAST ELA,3,65,229,,,,,,,,,8,,5,87,276,5,99,284,5,95,279,FAST MATH,5,94,264,,,,,,,0,,SCI_05,3,,,FL3807706414,,
6161,3232821,"Student, P863",,N,N,H,6,0,M/J Grade 6 Math,"Thompson, R.",2,0,0,D,C,1,21,194,2,36,209,1,25,201,,FAST ELA,1.2,18,179,,,,,,,,,14,L25,4,62,241,4,71,247,4,69,246,FAST MATH,3,52,224,,,,,,,15,,SCI_05,4,,,FL6489739910,,
6161,5356164,"Student, V915",,N,Y,H,6,3,M/J Grade 6 Math,"Garcia, M.",5,1,2,C,C,1,13,176,2,36,209,2,40,209,,FAST ELA,2.1,42,204,,,,,,,,,13,,5,81,266,5,72,257,4,67,250,FAST MATH,3,57,226,,,,,,,13,,SCI_05,3,,,FL7326172925,,
6161,4079676,"Student, P977",,N,N,H,6,1,M/J Grade 6 Accel,"Chen, L.",7,0,1,A,B,5,73,256,5,87,272,5,83,266,,FAST ELA,4,75,239,,,,,,,,,11,,5,99,282,5,97,284,5,89,279,FAST MATH,5,89,268,,,,,,,0,,,,,,FL6735773985,,
6161,3729701,"Student, F802",,Y,N,H,6,0,M/J Grade 6 Math,"Chen, L.",7,0,0,D,F,1,5,165,1,25,198,1,30,195,,FAST ELA,1.2,29,180,,,,,,,,,13,L35,1,12,180,2,44,220,2,42,219,FAST MATH,3,53,225,,,,,,,14,,,,,,FL3919160291,,
6161,9683823,"Student, N378",,N,Y,H,6,20,M/J Grade 6 Accel,"Thompson, R.",4,11,9,A,B,5,72,251,5,82,267,5,78,266,,FAST ELA,5,80,251,,,,,,,,,0,,5,88,272,5,77,261,5,76,260,FAST MATH,5,73,248,,,,,,,0,,,,,,FL8535646138,,
6161,4600867,"Student, T112",,Y,Y,H,6,3,M/J Grade 6 Accel,"Garcia, M.",1,1,2,B,D,1,17,183,2,39,215,2,41,214,,FAST ELA,2.1,47,209,,,,,,,,,8,,3,55,232,4,66,242,3,54,237,FAST MATH,4,71,236,,,,,,,18,,,,,,FL6041828487,,
6161,4596436,"Student, O655",,N,N,B,6,10,M/J Grade 6 Math,"Garcia, M.",6,6,4,D,D,1,4,171,1,37,203,1,27,196,,FAST ELA,1.3,41,198,,,,,,,,,11,,3,58,233,3,57,237,3,52,230,FAST MATH,2.2,44,220,,,,,,,9,,SCI_05,2,,,FL5159073569,,
6161,4484634,"Student, I259",,Y,N,H,6,1,M/J Grade 6 Math,"Thompson, R.",5,0,1,B,C,3,54,229,4,67,242,3,48,236,,FAST ELA,3,49,220,,,,,,,,,17,,5,81,262,5,69,259,4,67,253,FAST MATH,3,50,224,,,,,,,15,,SCI_05,1,,,FL3818121480,,
6161,6409351,"Student, Z853",,Y,N,H,6,19,M/J Grade 6 Math,"Rodriguez, J.",7,9,10,C,F,1,10,174,1,35,205,1,35,199,,FAST ELA,1.3,43,193,,,,,,,,,16,,1,9,177,1,29,200,1,33,200,FAST MATH,2.1,44,203,,,,,,,18,,SCI_05,5,,,FL7746256521,,
6161,7805751,"Student, U625",,N,N,B,6,17,M/J Grade 6 Math,"Rodriguez, J.",6,8,9,D,C,1,29,192,2,56,218,2,39,214,,FAST ELA,1.3,40,195,,,,,,,,,14,,1,7,181,2,46,219,2,34,219,FAST MATH,2.1,47,205,,,,,,,16,,SCI_05,3,,,FL7195941419,,
6161,9336484,"Student, T476",,N,N,H,6,8,M/J Grade 6 Math,"Garcia, M.",3,4,4,C,B,3,58,236,4,66,249,4,71,240,,FAST ELA,2.2,40,211,,,,,,,,,14,,4,70,241,4,64,244,3,63,238,FAST MATH,3,58,232,,,,,,,7,,,,,,FL7664017405,,
6161,6769537,"Student, D875",,N,N,H,6,8,M/J Grade 6 Math,"Rodriguez, J.",3,4,4,F,D,1,1,162,1,32,194,1,17,187,,FAST ELA,1.2,18,174,,,,,,,,,19,L25,1,1,170,1,32,205,1,39,205,FAST MATH,2.1,48,205,,,,,,,16,,,,,,FL7020324055,,
6161,6614987,"Student, H313",,N,Y,H,6,3,M/J Grade 6 Math,"Rodriguez, J.",5,1,2,D,F,1,2,161,1,29,199,1,27,198,,FAST ELA,1.2,11,172,,,,,,,,,21,L25,1,2,172,1,36,209,1,24,205,FAST MATH,2.1,44,204,,,,,,,17,,SCI_05,4,,,FL2968834711,,
6161,8568661,"Student, V115",,Y,N,H,6,33,M/J Grade 6 Math,"Rodriguez, J.",4,21,12,D,C,1,12,180,2,43,213,2,35,212,,FAST ELA,1.3,36,199,,,,,,,,,10,,5,71,259,4,68,253,4,70,251,FAST MATH,2.2,49,219,,,,,,,10,,SCI_05,4,,,FL4644828663,,
6161,3884112,"Student, X352",,N,N,H,6,16,M/J Grade 6 Math,"Garcia, M.",7,7,9,C,C,1,32,197,3,56,226,2,55,222,,FAST ELA,1.3,41,201,,,,,,,,,8,,1,21,192,2,40,226,2,51,226,FAST MATH,2.2,31,210,,,,,,,19,L35,SCI_05,4,,,FL8553338206,,
6161,8878239,"Student, J508",,N,Y,H,6,19,M/J Grade 6 Math,"Rodriguez, J.",5,8,11,C,D,1,10,174,2,39,213,2,44,213,,FAST ELA,2.2,54,212,,,,,,,,,13,,1,14,185,2,43,225,2,49,221,FAST MATH,2.2,35,210,,,,,,,19,L35,SCI_05,3,,,FL2491544383,,
6161,6552522,"Student, U830",,Y,N,H,6,8,M/J Grade 6 Accel,"Chen, L.",2,4,4,C,C,3,52,225,4,58,240,3,67,235,,FAST ELA,2.1,42,207,,,,,,,,,10,,5,88,270,5,77,261,5,71,259,FAST MATH,4,63,238,,,,,,,16,,SCI_05,2,,,FL6098274743,,
6161,2366528,"Student, Q388",,N,N,H,6,3,M/J Grade 6 Math,"Garcia, M.",4,1,2,C,C,1,20,185,2,38,214,2,39,211,,FAST ELA,1.3,36,200,,,,,,,,,9,,4,63,250,4,65,245,4,66,245,FAST MATH,3,62,228,,,,,,,11,,SCI_05,2,,,FL6788606673,,
6161,3833304,"Student, R845",,Y,N,H,6,17,M/J Grade 6 Math,"Thompson, R.",7,6,11,C,D,3,50,225,4,53,240,3,59,235,,FAST ELA,2.2,50,211,,,,,,,,,14,,5,84,264,5,75,261,5,73,260,FAST MATH,2.2,56,221,,,,,,,8,,,,,,FL6956132800,,
6161,8934761,"Student, Z504",,N,N,H,6,2,M/J Grade 6 Accel,"Rodriguez, J.",7,1,1,B,B,5,77,255,5,77,253,4,61,247,,FAST ELA,4,75,239,,,,,,,,,11,,5,87,275,5,98,286,5,88,280,FAST MATH,5,72,249,,,,,,,0,,SCI_05,4,,,FL8583151567,,
6161,3473139,"Student, D231",,N,N,H,6,6,M/J Grade 6 Accel,"Williams, A.",6,2,4,A,A,5,90,275,5,99,284,5,96,284,,FAST ELA,5,94,270,,,,,,,,,0,,5,87,273,5,80,264,5,83,261,FAST MATH,5,71,246,,,,,,,0,,,,,,FL6762137838,,
6161,3603927,"Student, D957",,N,N,B,6,0,M/J Grade 6 Math,"Garcia, M.",5,0,0,B,C,1,35,207,3,63,229,2,50,222,,FAST ELA,3,72,228,,,,,,,,,9,,1,26,196,2,57,228,2,54,228,FAST MATH,3,55,224,,,,,,,15,,SCI_05,3,,,FL5910651518,,
6161,4567850,"Student, D620",,N,N,H,6,20,M/J Grade 6 Math,"Thompson, R.",7,12,8,C,D,1,30,196,2,52,223,2,47,217,,FAST ELA,1.2,22,184,,,,,,,,,9,L25,1,7,176,2,40,217,2,35,214,FAST MATH,2.1,34,199,,,,,,,22,L35,SCI_05,3,,,FL1560864154,,
6161,2418167,"Student, S400",,N,N,H,6,1,M/J Grade 6 Accel,"Chen, L.",6,0,1,B,B,5,78,257,5,84,261,5,90,261,,FAST ELA,4,76,238,,,,,,,,,12,,5,84,267,5,86,262,5,89,262,FAST MATH,5,83,258,,,,,,,0,,SCI_05,3,,,FL6066262801,,
6161,3561854,"Student, D424",,Y,N,H,6,2,M/J Grade 6 Accel,"Thompson, R.",7,0,2,C,C,1,20,187,2,45,218,2,33,213,,FAST ELA,1.3,40,199,,,,,,,,,10,,5,83,265,5,76,257,5,65,256,FAST MATH,4,63,235,,,,,,,19,,,,,,FL1870539221,,
6161,1415162,"Student, M634",,N,Y,H,6,9,M/J Grade 6 Math,"Rodriguez, J.",1,4,5,D,C,1,15,185,2,44,213,1,38,207,,FAST ELA,1.3,36,193,,,,,,,,,16,,1,34,208,3,57,232,2,48,226,FAST MATH,2.1,31,205,,,,,,,16,L35,SCI_05,1,,,FL5775341965,,
6161,2619884,"Student, P633",,Y,N,H,6,11,M/J Grade 6 Accel,"Williams, A.",4,6,5,C,C,3,53,230,3,66,236,3,56,233,,FAST ELA,2.2,51,218,,,,,,,,,7,,5,74,258,4,63,249,4,58,242,FAST MATH,4,66,240,,,,,,,14,,,,,,FL9548709492,,
